"G1","G2","C","A","Bx","By","Bz","Error_G1","Error_G2","Error_C","Error_A","Error_Bx","Error_By","Error_Bz","MSE","Laser_Power","Laser_Detuning","Temp","PP"
59.947,140.87,1.0254,0.012426,317.99,-118.35,-70.112,1.4692,6.8476,1.9143e-10,1.9342e-09,1.41,1.3563,1.4034,3.8549e-07,324.545455,-8.181818,57,0.013672
50.825,103.96,1.0249,0.012597,315.65,-114.59,-95.119,2.0395,7.7674,2.1752e-10,2.0056e-09,1.6052,1.5134,1.3246,4.4422e-07,350,-8.181818,57,0.01564
65.482,129.9,0.95274,0.02379,328.19,-95.608,-239.24,5.2383,17.877,2.1714e-09,1.6171e-08,4.2389,3.9775,3.8582,4.0763e-06,70,-3.636364,57,0.031513
67.737,177.21,0.94929,0.021536,320.14,-110.74,-97.926,0.67524,3.5899,3.0183e-10,3.149e-09,0.7167,0.69326,0.84658,5.9267e-07,95.454545,-3.636364,57,0.025316
65.099,169.15,0.94673,0.022072,321.1,-114.2,-108.66,0.71154,3.818,3.3069e-10,3.4886e-09,0.76103,0.73336,0.88112,6.5918e-07,120.909091,-3.636364,57,0.027542
66.588,179.44,0.94542,0.021863,320.19,-110.64,-103.28,0.57363,3.2315,2.7096e-10,2.9255e-09,0.63088,0.60988,0.76799,5.3848e-07,146.363636,-3.636364,57,0.026483
67.322,190.08,0.94496,0.022112,319.92,-115.6,-69.891,0.52859,3.189,2.6535e-10,3.0056e-09,0.60339,0.58723,0.7707,5.2966e-07,171.818182,-3.636364,57,0.025424
74.023,65.401,1.0222,0.003152,365.3,-101.78,-21.315,84.357,61.823,2.3121e-10,8.3066e-10,21.703,20.389,8.4155,3.3627e-07,120.909091,-35.454545,81,0.0058824
68.281,181.48,0.94299,0.022257,323.18,-112.87,-180.34,1.0365,5.6995,5.0814e-10,5.1264e-09,1.1359,1.0975,1.4362,9.9763e-07,197.272727,-3.636364,57,0.02763
66.415,190.86,0.94163,0.021839,317.93,-116.72,-71.247,0.54148,3.3867,2.6881e-10,3.1193e-09,0.63059,0.61543,0.82002,5.4152e-07,222.727273,-3.636364,57,0.025532
